0,gold formula
x_x_x_x_x_x_   x_x_x_x_x_x_x_x_x_x_x_         x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_                      x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_                                 x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_                                   x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_                      x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_ x_ x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x,"not ( ( not ( ( ( ( ( x_2 <= -0.1195 or x_0 >= -0.5293 ) and eventually[12,inf] ( x_1 <= -1.3754 ) ) or not ( ( x_2 <= 0.2801 and x_0 <= -0.372 ) ) ) or not ( not ( ( x_1 <= 0.2405 until x_2 >= 0.2053 ) ) ) ) ) until[22,34] ( always ( ( not ( ( x_0 >= -0.7831 or x_1 <= -0.1804 ) ) and always[12,inf] ( ( x_1 >= 1.3153 or x_2 >= -0.5546 ) ) ) ) and not ( ( not ( not ( x_0 >= 0.472 ) ) and not ( ( x_0 <= 0.5821 or x_0 >= -0.8633 ) ) ) ) ) ) )"
33333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333,"always[29,32] ( always ( eventually[22,27] ( not ( not ( ( ( x_1 >= 1.3957 and x_1 >= -0.9632 ) until[22,inf] ( x_2 >= -2.2125 until[6,16] x_0 <= -0.137 ) ) ) ) ) ) )"
33333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333,"always[1,inf] ( ( always ( ( not ( ( ( x_2 <= -0.3918 or x_1 >= -1.2191 ) or not ( x_1 <= 1.2429 ) ) ) or always[19,inf] ( always ( not ( x_2 <= -0.0122 ) ) ) ) ) until[0,inf] ( ( not ( always[0,30] ( not ( x_1 >= 0.9608 ) ) ) until[22,33] eventually[7,15] ( ( not ( x_1 <= -0.6416 ) and ( x_0 >= -0.2003 and x_1 <= 2.2975 ) ) ) ) or ( not ( ( always[34,inf] ( x_1 <= -0.1301 ) or ( x_0 >= -0.5016 or x_1 >= -0.6617 ) ) ) and always[27,36] ( eventually[26,31] ( ( x_1 <= -0.7323 or x_1 <= 1.456 ) ) ) ) ) ) )"
33333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333,"( always[7,inf] ( ( not ( ( always[3,24] ( not ( x_2 >= -1.2487 ) ) and eventually[25,32] ( ( x_1 >= 0.2833 until[9,15] x_2 <= 0.3913 ) ) ) ) and ( not ( not ( not ( x_2 >= -0.9667 ) ) ) and always[7,32] ( ( ( x_0 >= -0.6998 until x_1 >= 1.3655 ) and ( x_1 >= 0.3523 and x_1 >= -0.0549 ) ) ) ) ) ) until eventually ( always[1,28] ( eventually ( not ( eventually[14,inf] ( ( x_0 <= 0.897 or x_0 >= 0.2189 ) ) ) ) ) ) )"
x_x_x_x_x_x_   x_x_x_x_x_x_x_x_x_x_x_         x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_                     x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_                              x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_                              x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_                     x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_ x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x,"eventually[33,35] ( always[34,36] ( always ( not ( ( not ( ( x_1 <= -1.9765 and x_2 <= 0.8866 ) ) until[8,12] not ( ( x_0 >= -0.8568 and x_0 >= -0.9009 ) ) ) ) ) ) )"
33333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333,"( eventually[23,28] ( ( always[32,inf] ( not ( eventually[3,17] ( ( x_2 >= 0.2149 and x_2 <= 1.1398 ) ) ) ) and ( ( ( ( x_0 <= 0.1693 and x_1 >= 1.8209 ) and ( x_0 >= 1.6872 and x_2 <= 0.1443 ) ) and ( always[28,inf] ( x_1 >= 1.8138 ) or ( x_0 <= 0.8327 until[31,34] x_0 >= 0.2036 ) ) ) or always[28,33] ( not ( eventually[30,inf] ( x_2 <= 0.9077 ) ) ) ) ) ) or eventually ( not ( ( always[2,9] ( ( not ( x_2 <= -1.6163 ) and ( x_1 <= -1.3116 or x_2 <= 0.4424 ) ) ) or eventually[25,inf] ( always[0,5] ( ( x_1 <= -0.6778 until[6,33] x_0 <= -0.9676 ) ) ) ) ) ) )"
33333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333,"( eventually[31,inf] ( eventually[15,35] ( not ( not ( not ( eventually[32,35] ( x_1 <= -0.728 ) ) ) ) ) ) and ( ( not ( eventually[29,33] ( eventually[18,inf] ( always[23,31] ( x_2 >= 1.5364 ) ) ) ) and ( ( ( ( x_1 >= 0.8071 and x_2 >= 0.413 ) or eventually ( x_0 <= -1.9806 ) ) and not ( not ( x_1 <= -1.3679 ) ) ) and not ( eventually[29,35] ( not ( x_1 >= -0.9581 ) ) ) ) ) or ( eventually[19,inf] ( not ( not ( ( x_2 >= -1.1918 until[27,33] x_0 >= -0.8333 ) ) ) ) and always[14,31] ( eventually ( ( eventually[19,21] ( x_2 <= 0.1591 ) until[18,33] ( x_1 >= -1.029 or x_0 <= 0.5597 ) ) ) ) ) ) )"
x_[[[[[[[[[x_x_x_1 x_1 x_1 x_1 x_1 x_1 x_1 x_1 x_1 x_1 x_1 x_1 x_1 x_1 x_1 x_x_x_1 x_1 x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_                                      x_[[[[[x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_                                              x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_                               x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_ x_                           x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_ x_ x_ x_ x_ x_ x_ x_ x_ x_ x_ x_ x_ x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_ x_ x_ x_          x_ x_ x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x,"always[3,14] ( ( not ( ( not ( not ( always[29,31] ( x_1 >= 0.8291 ) ) ) until[24,inf] not ( ( not ( x_2 <= -0.8397 ) or ( x_2 <= 0.4544 until[14,inf] x_1 >= 0.2971 ) ) ) ) ) or not ( ( not ( not ( ( x_0 <= -1.6179 or x_0 <= 0.8479 ) ) ) and not ( ( ( x_1 <= -1.2479 and x_2 >= 0.3725 ) or ( x_0 >= 1.2839 and x_1 >= 1.2472 ) ) ) ) ) ) )"
33333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333,"( not ( always[20,inf] ( ( not ( eventually ( ( x_2 <= 0.2255 or x_2 >= 1.0663 ) ) ) or not ( eventually[15,inf] ( ( x_2 >= 1.4686 until x_1 <= 1.796 ) ) ) ) ) ) until[0,inf] ( not ( ( ( always[6,17] ( ( x_2 >= -0.3698 until[16,36] x_2 <= 0.7555 ) ) or ( ( x_0 <= 0.5856 until[3,9] x_0 <= 0.9533 ) and ( x_2 >= 0.2627 or x_2 >= -1.8124 ) ) ) and ( ( always[10,24] ( x_2 <= 0.3702 ) and ( x_0 <= -2.0274 and x_2 <= -0.4261 ) ) and ( always[4,18] ( x_0 <= 1.574 ) and ( x_0 <= 0.3842 or x_0 <= 0.0213 ) ) ) ) ) until not ( not ( eventually[7,10] ( ( not ( x_2 >= -1.0508 ) or ( x_0 >= 0.0795 and x_1 >= 1.3652 ) ) ) ) ) ) )"
33333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333,"( not ( not ( ( ( not ( ( x_1 >= -0.4745 until[27,30] x_2 >= 1.0547 ) ) or ( ( x_0 >= -0.0884 until[17,inf] x_0 <= 0.6835 ) or eventually[10,34] ( x_0 <= 0.7328 ) ) ) until ( always ( ( x_2 <= -0.1104 and x_1 >= 0.7189 ) ) or ( ( x_1 <= 0.628 and x_1 <= 1.1671 ) and eventually ( x_2 <= -0.1473 ) ) ) ) ) ) until eventually[13,25] ( always[24,inf] ( not ( not ( eventually[13,inf] ( not ( x_2 >= 1.2752 ) ) ) ) ) ) )"
x_1 x_1 x_1 x_1 x_1 x_1 x_1 x_1 x_1 x_1 x_1 x_1 x_1 x_1 x_1 x_1 x_1 x_1 x_1 x_1 x_1 x_1 x_1 x_1 x_1 x_1 x_1 x_1 x_1 x_1 x_1 x_1 x_1 x_1 x_1 x_1 x_1 x_1 x_1 x_1 x_x_1 x_1 x_1 x_1 x_1 x_1 x_1 x_1 x_x_1 x_1 x_1 x_1 x_1 x_x_x_1 x_1 x_1 x_1 x_x_x_1 x_1 x_x_x_1 x_1 x_x_1 x_1 x_x_1 x_x_x_x_x_12 x_x_x_x_x_x_x_x_x_x_x_x_12 x_1 x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x,"not ( ( ( eventually[31,35] ( eventually ( ( always[23,29] ( x_0 >= 0.8805 ) until[30,32] not ( x_1 >= 0.8076 ) ) ) ) and not ( ( ( ( x_1 >= 0.0728 or x_2 >= 0.1875 ) and eventually ( x_0 <= 1.891 ) ) until[27,34] always[18,24] ( eventually[5,inf] ( x_2 >= 1.4772 ) ) ) ) ) or always[28,inf] ( not ( eventually[13,27] ( ( eventually[10,23] ( x_1 >= -0.2371 ) and not ( x_2 <= -1.166 ) ) ) ) ) ) )"
33333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333,"eventually[30,35] ( always[1,20] ( not ( always[13,inf] ( not ( eventually[4,17] ( always[4,9] ( x_0 >= 0.5808 ) ) ) ) ) ) )"
33333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333,"eventually[15,29] ( not ( always[6,inf] ( always[9,25] ( not ( ( ( x_1 <= 0.1118 or x_1 <= 0.0567 ) and eventually[24,28] ( x_0 <= -0.8005 ) ) ) ) ) ) )"
x_[[[[[[[[[[x_1 x_1 x_1 x_1 x_1 x_1 x_1 x_1 x_1 x_1 x_1 x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_                            x_[[[[[[x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_                                    x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_                              x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x,"not ( always ( ( ( ( ( not ( x_0 >= -0.7731 ) until ( x_0 <= -1.6432 and x_1 >= -1.0308 ) ) until[33,35] not ( ( x_1 <= 0.6988 and x_2 <= 1.8493 ) ) ) or ( not ( not ( x_0 <= 0.7542 ) ) until[4,33] eventually ( not ( x_2 <= 0.0778 ) ) ) ) and ( eventually[3,30] ( always[16,inf] ( ( x_1 <= -0.4714 or x_0 <= 1.5244 ) ) ) or eventually ( ( ( x_1 >= -0.0933 until[25,35] x_2 >= 0.0109 ) or ( x_1 <= -0.5617 and x_2 >= -0.3561 ) ) ) ) ) ) )"
x_[[x_x_x_x_x_x_x_x_x_      x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_                 x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x,"not ( ( eventually[5,9] ( eventually ( not ( eventually[24,35] ( ( x_2 <= 0.3914 or x_0 >= 0.4019 ) ) ) ) ) until always ( always[2,33] ( eventually[2,4] ( not ( ( x_2 <= -1.3188 or x_2 >= 2.2688 ) ) ) ) ) ) )"
x_[[[[[[[[1 x_1 1 1 1 1 1 1 1 1 1 1 x_1 1 1 x_1 1 x_1 x_1 1 x_1 x_1 x_1 x_1 x_1 x_1 x_1 x_1 x_1 x_1 x_1 x_1 x_1 x_1 x_1 x_1 x_1 x_x_x_1 x_1 x_x_x_x_1 x_x_x_1 x_x_x_x_1 x_x_x_x_x_1 x_[[[[1 x_1 x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_1 x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_                                       x_[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x,"not ( ( ( ( ( ( not ( x_2 <= 1.7544 ) or ( x_1 <= -0.2818 and x_2 <= -3.5978 ) ) or ( eventually[0,22] ( x_0 >= 1.1378 ) and always[12,27] ( x_2 <= 2.4863 ) ) ) and not ( not ( ( x_1 <= 1.289 and x_1 >= 0.2537 ) ) ) ) and ( always[8,17] ( not ( eventually[20,inf] ( x_1 <= 0.1116 ) ) ) or always[13,16] ( not ( ( x_2 >= 0.0612 or x_2 >= -0.1523 ) ) ) ) ) until[20,30] not ( not ( not ( not ( always[26,31] ( x_0 >= 0.761 ) ) ) ) ) ) )"
x_[[[[[[[[1 1 1 x_1 1 1 1 1 1 1 1 x_1 x_1 1 x_1 x_1 x_1 x_1 x_1 x_1 x_1 x_1 x_1   x_[[[[[[[[[[[[[[[[[[[[[[[[                       x_[[[[[[[[[[[[[[[[[[[ x_                    x_ x_ x_   x_1   x_1 x_x_1 x_1 x_x_1 x_1   x_x_1 x_1 x_1   x_1 x_1  x_1  x_1 x_1 x_1      x_1 x_1 x_1 x_1     x_1 x_1               x_1 x_1                        x_1                x_1                                                                                                                                                                                        ,"eventually[5,17] ( always[0,inf] ( ( always ( not ( ( eventually[11,20] ( x_0 <= 0.9599 ) and always[22,inf] ( x_0 >= 0.3585 ) ) ) ) and ( eventually ( ( ( x_2 <= 1.0161 or x_2 <= 1.7941 ) and eventually[2,inf] ( x_1 <= 1.2624 ) ) ) until[28,33] ( ( ( x_0 >= 0.0836 or x_1 >= -0.0155 ) until[8,29] not ( x_1 <= 1.0807 ) ) or eventually[28,31] ( ( x_2 <= 1.421 or x_0 <= -1.4212 ) ) ) ) ) ) )"
33333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333,"always[4,29] ( not ( ( not ( always[23,inf] ( ( always[16,31] ( x_1 <= -1.0157 ) and ( x_2 >= 0.5515 and x_1 <= -0.189 ) ) ) ) and ( ( ( ( x_1 >= 0.67 and x_0 <= 0.27 ) and not ( x_2 <= 0.7313 ) ) and ( ( x_2 >= -1.273 and x_1 <= 1.5236 ) and ( x_1 <= 0.7614 or x_1 >= 0.2991 ) ) ) or ( ( eventually[6,15] ( x_2 <= -1.1424 ) or eventually[21,23] ( x_1 >= -0.4122 ) ) or eventually[6,31] ( ( x_1 >= 0.0257 or x_2 >= -0.6827 ) ) ) ) ) ) )"
x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x,"not ( eventually[28,inf] ( ( not ( eventually[25,inf] ( always[2,4] ( ( x_2 <= 0.2895 or x_1 >= 0.7298 ) ) ) ) until[2,inf] not ( ( always ( ( x_0 <= -1.3374 until[32,34] x_1 >= -0.8092 ) ) or ( eventually[33,inf] ( x_2 <= -0.037 ) or always[6,10] ( x_2 <= 0.5502 ) ) ) ) ) ) )"
